Field=#~Integer~#~50|Field=Comment~String~Comment~100|Field=Designator~String~Designator~100|Field=Manufacturer~String~Manufacturer~100|Field=Name~String~Name~100|Field=Package~String~Package~100|Field=Power~String~Power~100|Field=Quantity~Integer~Quantity~100|Field=Temp_Coef~String~Temp_Coef~100|Field=Tolerance~String~Tolerance~100|Field=Value~String~Value~100|Field=Voltage~String~Voltage~100|Field=Description~String~Description~100|Field=DocumentName~String~DocumentName~100|Field=LogicalDesignator~String~LogicalDesignator~100|Field=PhysicalPath~String~PhysicalPath~100|Field=Project~String~Project~100|Field=Title~String~Title~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~PCB_Project1.PrjPCB|ReportField=ProjectFullPath~C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|ReportField=Title~Bill of Materials For Schematic Document [CodeBlock.SchDoc]|ReportField=ReportTime~11:18:37|ReportField=ReportDate~14.05.2018|ReportField=ReportDateTime~14.05.2018 11:18:37|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=TotalQuantity~37|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~14.05.2018|ReportField=CurrentTime~11:17:56|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Public\Documents\Altium\Project\CodeBlock.SchDoc|ReportField=DocumentName~CodeBlock.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~14.05.2018|ReportField=Organization~|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=0.98:XCorrection=1.00:YCorrection=1.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=15:PrintQuality=1200:MediaType=1:DitherType=10:PrintScaleMode=1:PaperKind=A3:PaperIndex=8|ReportField=ProjectName~PCB_Project1.PrjPCB|ReportField=Revision~|ReportField=Rule~Undefined|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~|ReportField=ЕСКД_Децимальний_номер~ДК51.425332.001|ReportField=ЕСКД_Децимальний_номер_Е3~ДК51.425332.001Е3|ReportField=ЕСКД_Затвердив~Губар В.Г.|ReportField=ЕСКД_Маштаб~1:1|ReportField=ЕСКД_Назва_схеми~Схема електрична принципова|ReportField=ЕСКД_Назва_схеми_1~|ReportField=ЕСКД_Назва_схеми_2~|ReportField=ЕСКД_Норма_контроль~|ReportField=ЕСКД_Організація_1~КПІ ім. Ігоря Сікорського|ReportField=ЕСКД_Організація_2~ФЕЛ, КЕОА|ReportField=ЕСКД_Перевірив~Адаменко І.О.|ReportField=ЕСКД_Розробив~Федоренко С.Д.|ReportField=ЕСКД_Тема~система.|ReportField=ЕСКД_Тема_1~Багатоканальна охоронна|ReportField=ЕСКД_Тема_2~|ReportField=ЕСКД_Тема_повна~Багатоканальна охоронна система|ReportField=DataSourceFileName~CodeBlock.SchDoc|ReportField=DataSourceFullPath~C:\Users\Public\Documents\Altium\Project\CodeBlock.SchDoc|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
21|R-0805 0,125 Вт 56 кОм 5% Hitano|R5|Hitano||R-0805|0,125 Вт|1||5%|56 кОм||R-0805|CodeBlock.SchDoc|R5||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
22|R-0805 0,125 Вт 1 кОм 5% Hitano|R6|Hitano||R-0805|0,125 Вт|1||5%|1 кОм||R-0805|CodeBlock.SchDoc|R6||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
23|R-0805 0,125 Вт 200 кОм 5% Hitano|R7|Hitano||R-0805|0,125 Вт|1||5%|200 кОм||R-0805|CodeBlock.SchDoc|R7||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
24|R-0805 0,125 Вт 10 кОм 5% Hitano|R8|Hitano||R-0805|0,125 Вт|1||5%|10 кОм||R-0805|CodeBlock.SchDoc|R8||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
25|R-0805 0,125 Вт 56 кОм 5% Hitano|R9|Hitano||R-0805|0,125 Вт|1||5%|56 кОм||R-0805|CodeBlock.SchDoc|R9||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
26|R-0805 0,125 Вт 10 кОм 5% Hitano|R10|Hitano||R-0805|0,125 Вт|1||5%|10 кОм||R-0805|CodeBlock.SchDoc|R10||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
27|R-0805 0,125 Вт 1.8 кОм 5% Hitano|R11|Hitano||R-0805|0,125 Вт|1||5%|1.8 кОм||R-0805|CodeBlock.SchDoc|R11||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
28|R-0805 0,125 Вт 100 Ом 5% Hitano|R12|Hitano||R-0805|0,125 Вт|1||5%|100 Ом||R-0805|CodeBlock.SchDoc|R12||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
29|1N4148W-7-F NXP|VD1|NXP|1N4148W-7-F|||1|||||1N4148W-7-F|CodeBlock.SchDoc|VD1||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
30|1N4148W-7-F NXP|VD2|NXP|1N4148W-7-F|||1|||||1N4148W-7-F|CodeBlock.SchDoc|VD2||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
31|1N4148W-7-F NXP|VD3|NXP|1N4148W-7-F|||1|||||1N4148W-7-F|CodeBlock.SchDoc|VD3||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
32|PBSS2540E ON Semiconductor|VT1|ON Semiconductor|PBSS2540E|||1|||||KSC1623YMTF|CodeBlock.SchDoc|VT1||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
33|PBSS2540E ON Semiconductor|VT2|ON Semiconductor|PBSS2540E|||1|||||KSC1623YMTF|CodeBlock.SchDoc|VT2||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
34|PBSS2540E ON Semiconductor|VT3|ON Semiconductor|PBSS2540E|||1|||||KSC1623YMTF|CodeBlock.SchDoc|VT3||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
35|732-2747-ND KLS|XP1|KLS|732-2747-ND|||1|||||732-2747-ND|CodeBlock.SchDoc|XP1||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
36|PLS-2 Ningbo Zhenqin Electronic|XP2|Ningbo Zhenqin Electronic|PLS-2|||1|||||PLS-2|CodeBlock.SchDoc|XP2||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
37|ABMM2-32.768MHZ Jauch|ZQ1|Jauch|ABMM2-32.768MHZ|||1|||||ABMM2-32.768kHZ|CodeBlock.SchDoc|ZQ1||C:\Users\Public\Documents\Altium\Project\PCB_Project1.PrjPCB|
